URI	Book	Period	Link	Type	Dates	0	100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400
a8176	<span class="titleWord">مرقاة المفاتيح شرح مشكاة المصابيح a8176 C</span> لــ علي بن  محمد، أبو الحسن نور الدين الملا الهروي القاري  (1014 هـ)	11th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-8176" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	525	0	433	61	15	3	4	1	3	1	0	0	4	0	0	0
a176	<span class="titleWord">اتعاظ الحنفاء بأخبار الأئمة الفاطميين الخلفاء a176 C</span> لــ أحمد بن علي بن عبد القادر، أبو العباس الحسيني العبيدي، تقي الدين المقريزي  (845 هـ)	9th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-176" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	525	0	32	2	38	141	167	120	9	3	4	2	4	0	2	0
j689	<span class="titleWord">الهداية والإرشاد في معرفة أهل الثقة والسداد j689 C</span> لــ أحمد بن محمد بن الحسين البخاري الكلاباذي أبو نصر (398 هـ)	4th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	525	0	33	342	150	0	0	0	0	0	0	0	0	0	0	0
j9215	<span class="titleWord">اتعاظ الحنفا بأخبار الأئمة الفاطميين الخلفا j9215 A</span> لــ تقي الدين أحمد بن علي المقريزي (845 هـ)	9th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	522	0	152	2	27	111	122	91	6	1	4	2	2	0	2	0
j9215	<span class="titleWord">اتعاظ الحنفا بأخبار الأئمة الفاطميين الخلفا j9215 B</span> لــ تقي الدين أحمد بن علي المقريزي (845 هـ)	9th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	522	0	48	3	33	144	151	119	9	1	6	2	2	1	2	1
j9215	<span class="titleWord">اتعاظ الحنفا بأخبار الأئمة الفاطميين الخلفا j9215 C</span> لــ تقي الدين أحمد بن علي المقريزي (845 هـ)	9th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	522	0	35	3	32	141	158	128	9	1	6	2	2	2	2	1
j11030	<span class="titleWord">السفر الخامس من كتاب الذيل j11030 A</span> لــ أبو عبد الله محمد بن محمد بن عبد الملك الأنصاري الأوسي المراكشي  (703 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	520	0	72	1	4	18	69	224	130	1	0	0	0	0	0	0
j7044	<span class="titleWord">مرقاة المفاتيح شرح مشكاة المصابيح j7044 A</span> لــ علي بن سلطان محمد القاري (1014 هـ)	11th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	520	0	442	52	13	2	4	1	3	0	1	0	2	0	0	0
j11030	<span class="titleWord">السفر الخامس من كتاب الذيل j11030 B</span> لــ أبو عبد الله محمد بن محمد بن عبد الملك الأنصاري الأوسي المراكشي  (703 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	520	0	11	1	4	18	81	255	148	1	0	0	0	0	0	0
j7044	<span class="titleWord">مرقاة المفاتيح شرح مشكاة المصابيح j7044 B</span> لــ علي بن سلطان محمد القاري (1014 هـ)	11th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	520	0	425	67	13	2	4	1	3	0	2	0	3	0	0	0
j11030	<span class="titleWord">السفر الخامس من كتاب الذيل j11030 C</span> لــ أبو عبد الله محمد بن محمد بن عبد الملك الأنصاري الأوسي المراكشي  (703 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	520	0	7	1	4	18	80	257	151	1	0	0	0	0	0	0
j7044	<span class="titleWord">مرقاة المفاتيح شرح مشكاة المصابيح j7044 C</span> لــ علي بن سلطان محمد القاري (1014 هـ)	11th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	520	0	433	61	13	2	4	1	3	0	1	0	2	0	0	0
i3424	<span class="titleWord">المعارف i3424 A</span> لــ ابن قتيبة (276 هـ)	3rd cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3424_المعارف-ابن-قتيبة" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	518	0	204	225	85	1	1	2	0	0	0	0	0	0	0	0
i3424	<span class="titleWord">المعارف i3424 B</span> لــ ابن قتيبة (276 هـ)	3rd cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3424_المعارف-ابن-قتيبة" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	518	0	78	314	120	1	2	2	1	0	0	0	0	0	0	0
i3424	<span class="titleWord">المعارف i3424 C</span> لــ ابن قتيبة (276 هـ)	3rd cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3424_المعارف-ابن-قتيبة" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	518	0	13	351	149	1	1	2	1	0	0	0	0	0	0	0
a12403	<span class="titleWord">المعرفة والتاريخ a12403 A</span> لــ يعقوب بن سفيان بن جوان الفارسي الفسوي، أبو يوسف  (277 هـ)	3rd cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-12403" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	517	0	171	249	55	12	14	9	6	0	0	0	0	0	0	0
a12403	<span class="titleWord">المعرفة والتاريخ a12403 B</span> لــ يعقوب بن سفيان بن جوان الفارسي الفسوي، أبو يوسف  (277 هـ)	3rd cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-12403" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	517	0	79	314	69	13	22	9	10	0	0	0	0	0	0	0
a12403	<span class="titleWord">المعرفة والتاريخ a12403 C</span> لــ يعقوب بن سفيان بن جوان الفارسي الفسوي، أبو يوسف  (277 هـ)	3rd cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-12403" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	517	0	81	314	69	13	19	9	11	0	0	0	0	0	0	0
i4456	<span class="titleWord">نفحات الأزهار i4456 A</span> لــ السيد علي الميلاني (غير موجود)	No meta	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/4475_نفحات-الأزهار-السيد-علي-الميلاني-ج-20" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	516	0	174	52	65	40	45	42	32	36	14	7	5	3	0	0
j754	<span class="titleWord">شرح الزرقاني على موطأ الإمام مالك j754 A</span> لــ محمد بن عبد الباقي بن يوسف الزرقاني (1122 هـ)	12th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	516	0	309	198	6	0	0	0	0	1	1	0	0	0	0	0
i4456	<span class="titleWord">نفحات الأزهار i4456 B</span> لــ السيد علي الميلاني (غير موجود)	No meta	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/4475_نفحات-الأزهار-السيد-علي-الميلاني-ج-20" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	516	0	143	57	69	44	48	49	35	40	14	8	5	3	0	0
j754	<span class="titleWord">شرح الزرقاني على موطأ الإمام مالك j754 B</span> لــ محمد بن عبد الباقي بن يوسف الزرقاني (1122 هـ)	12th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	516	0	244	260	8	0	0	0	0	1	1	0	0	0	0	0
i4456	<span class="titleWord">نفحات الأزهار i4456 C</span> لــ السيد علي الميلاني (غير موجود)	No meta	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/4475_نفحات-الأزهار-السيد-علي-الميلاني-ج-20" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	516	0	153	54	69	42	46	47	35	40	14	7	5	3	0	0
j754	<span class="titleWord">شرح الزرقاني على موطأ الإمام مالك j754 C</span> لــ محمد بن عبد الباقي بن يوسف الزرقاني (1122 هـ)	12th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	516	0	257	245	10	0	0	0	0	1	1	0	0	0	0	0
j1136	<span class="titleWord">المعارف j1136 A</span> لــ ابن قتيبة أبو محمد عبد الله بن مسلم (276 هـ)	3rd cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	514	0	197	228	85	1	1	2	0	0	0	0	0	0	0	0
j1136	<span class="titleWord">المعارف j1136 B</span> لــ ابن قتيبة أبو محمد عبد الله بن مسلم (276 هـ)	3rd cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	514	0	87	306	117	1	1	2	0	0	0	0	0	0	0	0
j1136	<span class="titleWord">المعارف j1136 C</span> لــ ابن قتيبة أبو محمد عبد الله بن مسلم (276 هـ)	3rd cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	514	0	25	359	126	1	1	2	0	0	0	0	0	0	0	0
a21634	<span class="titleWord">المشيخة البغدادية - مخطوط a21634 A</span> لــ صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني  (576 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-21634" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	512	0	175	7	33	60	214	21	2	0	0	0	0	0	0	0
a21634	<span class="titleWord">المشيخة البغدادية - مخطوط a21634 B</span> لــ صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني  (576 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-21634" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	512	0	63	8	42	75	289	31	4	0	0	0	0	0	0	0
a21634	<span class="titleWord">المشيخة البغدادية - مخطوط a21634 C</span> لــ صدر الدين، أبو طاهر السلفي أحمد بن محمد بن أحمد بن محمد بن إبراهيم سلفه الأصبهاني  (576 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-21634" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	512	0	16	9	48	82	313	35	9	0	0	0	0	0	0	0
i3636	<span class="titleWord">أعيان الشيعة i3636 A</span> لــ السيد محسن الأمين (1371 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3645_أعيان-الشيعة-السيد-محسن-الأمين-ج-10" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	511	0	285	16	15	27	23	22	42	19	10	21	20	4	5	0
j763	<span class="titleWord">المعجم المختص بالمحدثين j763 A</span> لــ محمد بن أحمد بن عثمان بن قايماز الذهبي أبو عبد الله (748 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	511	0	25	1	2	2	7	8	267	199	0	0	0	0	0	0
i3636	<span class="titleWord">أعيان الشيعة i3636 B</span> لــ السيد محسن الأمين (1371 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3645_أعيان-الشيعة-السيد-محسن-الأمين-ج-10" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	511	0	267	18	16	31	24	25	43	20	11	22	22	5	5	0
j763	<span class="titleWord">المعجم المختص بالمحدثين j763 B</span> لــ محمد بن أحمد بن عثمان بن قايماز الذهبي أبو عبد الله (748 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	511	0	0	2	2	2	8	9	280	208	0	0	0	0	0	0
i3636	<span class="titleWord">أعيان الشيعة i3636 C</span> لــ السيد محسن الأمين (1371 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3645_أعيان-الشيعة-السيد-محسن-الأمين-ج-10" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	511	0	275	17	15	28	24	23	42	20	12	21	22	5	5	0
j763	<span class="titleWord">المعجم المختص بالمحدثين j763 C</span> لــ محمد بن أحمد بن عثمان بن قايماز الذهبي أبو عبد الله (748 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	511	0	0	2	2	2	8	9	280	208	0	0	0	0	0	0
a95543	<span class="titleWord">الموسوعة التاريخية a95543 A</span> لــ NOTGIVEN (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-95543" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	510	0	160	17	42	36	45	75	60	35	20	8	6	0	0	3
a9869	<span class="titleWord">المعجم المختص بالمحدثين a9869 A</span> لــ شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي  (748 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-9869" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	510	0	27	3	2	2	7	7	260	201	0	0	0	0	0	0
a95543	<span class="titleWord">الموسوعة التاريخية a95543 B</span> لــ NOTGIVEN (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-95543" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	510	0	110	20	47	49	55	82	66	38	22	9	6	0	0	3
a9869	<span class="titleWord">المعجم المختص بالمحدثين a9869 B</span> لــ شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي  (748 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-9869" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	510	0	0	3	2	2	7	7	274	214	0	0	0	0	0	0
a95543	<span class="titleWord">الموسوعة التاريخية a95543 C</span> لــ NOTGIVEN (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/browse.php/book-95543" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	510	0	122	19	46	44	57	80	64	38	20	8	6	0	0	3
a9869	<span class="titleWord">المعجم المختص بالمحدثين a9869 C</span> لــ شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي  (748 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-9869" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	510	0	0	3	2	2	7	7	274	214	0	0	0	0	0	0
j10325	<span class="titleWord">ولاة مصر j10325 A</span> لــ أبو عمر محمد بن يوسف بن يعقوب الكندي المصري  (355 هـ)	4th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	508	0	245	127	93	43	0	0	0	0	0	0	0	0	0	0
j10325	<span class="titleWord">ولاة مصر j10325 B</span> لــ أبو عمر محمد بن يوسف بن يعقوب الكندي المصري  (355 هـ)	4th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	508	0	112	186	146	64	0	0	0	0	0	0	0	0	0	0
j10325	<span class="titleWord">ولاة مصر j10325 C</span> لــ أبو عمر محمد بن يوسف بن يعقوب الكندي المصري  (355 هـ)	4th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	508	0	6	237	190	75	0	0	0	0	0	0	0	0	0	0
a29879	<span class="titleWord">تراجم رجال الدارقطنى في سننه الذين لم يترجم لهم في التقريب ولا في رجال الحاكم a29879 A</span> لــ مقبل بن هادي الوادعي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/29879" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	507	0	84	21	196	206	0	0	0	0	0	0	0	0	0	0
a29879	<span class="titleWord">تراجم رجال الدارقطنى في سننه الذين لم يترجم لهم في التقريب ولا في رجال الحاكم a29879 B</span> لــ مقبل بن هادي الوادعي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/29879" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	507	0	16	22	224	245	0	0	0	0	0	0	0	0	0	0
a29879	<span class="titleWord">تراجم رجال الدارقطنى في سننه الذين لم يترجم لهم في التقريب ولا في رجال الحاكم a29879 C</span> لــ مقبل بن هادي الوادعي (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/29879" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	507	0	6	23	232	246	0	0	0	0	0	0	0	0	0	0
j1152	<span class="titleWord">معجم محدثي الذهبي j1152 A</span> لــ شمس الدين محمد بن أحمد بن عثمان الذهبي (748 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	506	0	31	1	1	2	7	8	255	200	0	0	0	0	0	0
j1152	<span class="titleWord">معجم محدثي الذهبي j1152 B</span> لــ شمس الدين محمد بن أحمد بن عثمان الذهبي (748 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	506	0	5	1	1	2	7	9	271	209	0	0	0	0	0	0
j1152	<span class="titleWord">معجم محدثي الذهبي j1152 C</span> لــ شمس الدين محمد بن أحمد بن عثمان الذهبي (748 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	506	0	3	1	1	2	7	9	273	209	0	0	0	0	0	0
j3510	<span class="titleWord">المعرفة والتاريخ j3510 A</span> لــ أبو يوسف يعقوب بن سفيان الفسوي (277 هـ)	3rd cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	503	0	178	257	52	9	7	0	0	0	0	0	0	0	0	0
j3510	<span class="titleWord">المعرفة والتاريخ j3510 B</span> لــ أبو يوسف يعقوب بن سفيان الفسوي (277 هـ)	3rd cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	503	0	82	327	71	14	9	0	0	0	0	0	0	0	0	0
j3510	<span class="titleWord">المعرفة والتاريخ j3510 C</span> لــ أبو يوسف يعقوب بن سفيان الفسوي (277 هـ)	3rd cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	503	0	86	327	67	13	10	0	0	0	0	0	0	0	0	0
j10376	<span class="titleWord">تاريخ مختصر الدول j10376 A</span> لــ غريغوريوس بن اهرون الملطي ، المعروف بابن العبري  (685 هـ)	7th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	494	0	138	42	49	73	42	50	79	0	2	5	1	0	4	0
j10376	<span class="titleWord">تاريخ مختصر الدول j10376 B</span> لــ غريغوريوس بن اهرون الملطي ، المعروف بابن العبري  (685 هـ)	7th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	494	0	41	51	64	90	57	58	107	0	2	6	1	0	6	0
j10376	<span class="titleWord">تاريخ مختصر الدول j10376 C</span> لــ غريغوريوس بن اهرون الملطي ، المعروف بابن العبري  (685 هـ)	7th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	494	0	7	54	70	96	60	60	119	0	2	7	1	0	6	0
j201	<span class="titleWord">تحفة الأحوذي بشرح جامع الترمذي j201 A</span> لــ محمد عبد الرحمن بن عبد الرحيم المباركفوري أبو العلا (1353 هـ)	14th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	493	0	270	140	81	0	2	0	0	0	0	0	0	0	0	0
j201	<span class="titleWord">تحفة الأحوذي بشرح جامع الترمذي j201 B</span> لــ محمد عبد الرحمن بن عبد الرحيم المباركفوري أبو العلا (1353 هـ)	14th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	493	0	217	168	106	0	2	0	0	0	0	0	0	0	0	0
j201	<span class="titleWord">تحفة الأحوذي بشرح جامع الترمذي j201 C</span> لــ محمد عبد الرحمن بن عبد الرحيم المباركفوري أبو العلا (1353 هـ)	14th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	493	0	239	157	95	0	2	0	0	0	0	0	0	0	0	0
a21662	<span class="titleWord">جامع الترمذي مع شرحه تحفة الأحوذي (ط. الهندية) a21662 A</span> لــ أبو عيسى الترمذي - محمد عبد الرحمن بن عبد الرحيم المباركفوري (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/21662" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	490	0	269	140	79	0	2	0	0	0	0	0	0	0	0	0
j10310	<span class="titleWord">جذوة المقتبس في ذكر ولاة الأندلس j10310 A</span> لــ أبو عبد الله محمد بن فتوح بن عبد الله الحميدي  (488 هـ)	5th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	490	0	44	41	153	198	52	1	1	0	0	0	0	0	0	0
a21662	<span class="titleWord">جامع الترمذي مع شرحه تحفة الأحوذي (ط. الهندية) a21662 B</span> لــ أبو عيسى الترمذي - محمد عبد الرحمن بن عبد الرحيم المباركفوري (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/21662" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	490	0	228	165	95	0	2	0	0	0	0	0	0	0	0	0
j10310	<span class="titleWord">جذوة المقتبس في ذكر ولاة الأندلس j10310 B</span> لــ أبو عبد الله محمد بن فتوح بن عبد الله الحميدي  (488 هـ)	5th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	490	0	9	45	162	216	56	1	1	0	0	0	0	0	0	0
a21662	<span class="titleWord">جامع الترمذي مع شرحه تحفة الأحوذي (ط. الهندية) a21662 C</span> لــ أبو عيسى الترمذي - محمد عبد الرحمن بن عبد الرحيم المباركفوري (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/21662" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	490	0	240	159	89	0	2	0	0	0	0	0	0	0	0	0
j10310	<span class="titleWord">جذوة المقتبس في ذكر ولاة الأندلس j10310 C</span> لــ أبو عبد الله محمد بن فتوح بن عبد الله الحميدي  (488 هـ)	5th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	490	0	6	46	163	216	57	1	1	0	0	0	0	0	0	0
j217	<span class="titleWord">طبقات الفقهاء j217 A</span> لــ إبراهيم بن علي بن يوسف الشيرازي أبو إسحاق (476 هـ)	5th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	489	0	65	85	74	124	88	28	13	7	1	4	0	0	0	0
j217	<span class="titleWord">طبقات الفقهاء j217 B</span> لــ إبراهيم بن علي بن يوسف الشيرازي أبو إسحاق (476 هـ)	5th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	489	0	15	97	80	139	100	31	14	8	1	4	0	0	0	0
j217	<span class="titleWord">طبقات الفقهاء j217 C</span> لــ إبراهيم بن علي بن يوسف الشيرازي أبو إسحاق (476 هـ)	5th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	489	0	6	99	81	141	103	31	14	9	1	4	0	0	0	0
a5742	<span class="titleWord">جذوة المقتبس في ذكر ولاة الأندلس a5742 A</span> لــ محمد بن فتوح بن عبد الله بن فتوح بن حميد الأزدي الميورقي الحميدي أبو عبد الله بن أبي نصر  (488 هـ)	5th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-5742" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	488	0	46	40	151	198	51	1	1	0	0	0	0	0	0	0
a5742	<span class="titleWord">جذوة المقتبس في ذكر ولاة الأندلس a5742 B</span> لــ محمد بن فتوح بن عبد الله بن فتوح بن حميد الأزدي الميورقي الحميدي أبو عبد الله بن أبي نصر  (488 هـ)	5th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-5742" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	488	0	8	45	168	213	52	1	1	0	0	0	0	0	0	0
a5742	<span class="titleWord">جذوة المقتبس في ذكر ولاة الأندلس a5742 C</span> لــ محمد بن فتوح بن عبد الله بن فتوح بن حميد الأزدي الميورقي الحميدي أبو عبد الله بن أبي نصر  (488 هـ)	5th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-5742" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	488	0	3	45	172	214	52	1	1	0	0	0	0	0	0	0
i1853	<span class="titleWord">تحفة الأحوذي i1853 A</span> لــ المباركفوري (1282 هـ)	13th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/1862_تحفة-الأحوذي-المباركفوري-ج-10" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	484	0	264	136	80	0	3	1	0	0	0	0	0	0	0	0
i1853	<span class="titleWord">تحفة الأحوذي i1853 B</span> لــ المباركفوري (1282 هـ)	13th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/1862_تحفة-الأحوذي-المباركفوري-ج-10" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	484	0	228	160	90	1	4	1	0	0	0	0	0	0	0	0
i1853	<span class="titleWord">تحفة الأحوذي i1853 C</span> لــ المباركفوري (1282 هـ)	13th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/1862_تحفة-الأحوذي-المباركفوري-ج-10" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	484	0	242	153	85	0	3	1	0	0	0	0	0	0	0	0
a12815	<span class="titleWord">خريدة القصر وجريدة العصر - أقسام أخرى a12815 A</span> لــ عماد الدين الكاتب الأصبهاني، محمد بن محمد صفي الدين بن نفيس الدين حامد بن أله، أبو عبد الله  (597 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-12815" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	471	0	178	1	2	1	51	235	2	0	0	0	1	0	0	0
a12815	<span class="titleWord">خريدة القصر وجريدة العصر - أقسام أخرى a12815 B</span> لــ عماد الدين الكاتب الأصبهاني، محمد بن محمد صفي الدين بن نفيس الدين حامد بن أله، أبو عبد الله  (597 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-12815" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	471	0	90	2	2	1	63	310	2	0	0	0	1	0	0	0
a12815	<span class="titleWord">خريدة القصر وجريدة العصر - أقسام أخرى a12815 C</span> لــ عماد الدين الكاتب الأصبهاني، محمد بن محمد صفي الدين بن نفيس الدين حامد بن أله، أبو عبد الله  (597 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-12815" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	471	0	103	2	2	1	60	300	2	0	0	0	1	0	0	0
a26523	<span class="titleWord">مجلة المقتبس a26523 A</span> لــ NOTGIVEN (1372 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-26523" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	467	0	161	29	22	21	33	51	31	35	14	34	8	10	4	2
a26523	<span class="titleWord">مجلة المقتبس a26523 B</span> لــ NOTGIVEN (1372 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-26523" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	467	0	139	31	22	21	34	54	33	39	15	35	12	13	4	3
a26523	<span class="titleWord">مجلة المقتبس a26523 C</span> لــ NOTGIVEN (1372 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-26523" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	467	0	146	31	22	21	33	53	33	37	15	35	11	12	4	2
a30327	<span class="titleWord">مشيخة ابن جماعة a30327 A</span> لــ أبو عبد الله، محمد بن إبراهيم بن سعد الله بن جماعة الكناني الحموي الشافعي، بدر الدين  (733 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-30327" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	461	0	27	38	50	29	35	107	175	0	0	0	0	0	0	0
a30327	<span class="titleWord">مشيخة ابن جماعة a30327 B</span> لــ أبو عبد الله، محمد بن إبراهيم بن سعد الله بن جماعة الكناني الحموي الشافعي، بدر الدين  (733 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-30327" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	461	0	3	39	55	29	38	112	185	0	0	0	0	0	0	0
a30327	<span class="titleWord">مشيخة ابن جماعة a30327 C</span> لــ أبو عبد الله، محمد بن إبراهيم بن سعد الله بن جماعة الكناني الحموي الشافعي، بدر الدين  (733 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-30327" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	461	0	2	39	55	29	38	111	187	0	0	0	0	0	0	0
a7640	<span class="titleWord">السابق واللاحق في تباعد ما بين وفاة راويين عن شيخ واحد a7640 A</span> لــ أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي  (463 هـ)	5th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-7640" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	456	0	37	180	162	67	8	2	0	0	0	0	0	0	0	0
